"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Sample Size","Sample Size is >5 (Case Reports ONLY) ","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> General","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Peds","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Speciality Bucket -> Can't tell","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality descriptive studies","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"730","D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang","Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.","Mar 2020","Science China. Life sciences","32170625","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,"Respirology",,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"745","Z Li, J Ge, M Yang, J Feng, M Qiao, R Jiang, J Bi, G Zhan, X Xu, L Wang, Q Zhou, C Zhou, Y Pan, S Liu, H Zhang, J Yang, B Zhu, Y Hu, K Hashimoto, Y Jia, H Wang, R Wang, C Liu, C Yang","Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.","Mar 2020","Brain, behavior, and immunity","32169498","Meghanglibbery","1","Yes","Survey","740",,,,,,,"General",,,,,,,,"Psych",,,,,,,,,,,,,,"Other","Mental Health",,"Yes",
"745","Z Li, J Ge, M Yang, J Feng, M Qiao, R Jiang, J Bi, G Zhan, X Xu, L Wang, Q Zhou, C Zhou, Y Pan, S Liu, H Zhang, J Yang, B Zhu, Y Hu, K Hashimoto, Y Jia, H Wang, R Wang, C Liu, C Yang","Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.","Mar 2020","Brain, behavior, and immunity","32169498","jasper.ho","1","Yes","Survey",,"N/A - pick if not case report",,,,,,,,,,,,,,"Psych",,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"747","G Lippi, CJ Lavie, F Sanchis-Gomar","Cardiac troponin I in patients with coronavirus disease 2019 (COVID-19): Evidence from a meta-analysis.","Mar 2020","Progress in cardiovascular diseases","32169400","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,"Cardiology",,,,"General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"747","G Lippi, CJ Lavie, F Sanchis-Gomar","Cardiac troponin I in patients with coronavirus disease 2019 (COVID-19): Evidence from a meta-analysis.","Mar 2020","Progress in cardiovascular diseases","32169400","jasper.ho","1","Yes","Meta Analysis",,"N/A - pick if not case report",,"Cardiology",,,,,,"Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"748","YR Guo, QD Cao, ZS Hong, YY Tan, SD Chen, HJ Jin, KS Tan, DY Wang, Y Yan","The origin, transmission and clinical therapies on coronavirus disease 2019 (COVID-19) outbreak - an update on the status.","03 2020","Military Medical Research","32169119","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,"ICU",,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"748","YR Guo, QD Cao, ZS Hong, YY Tan, SD Chen, HJ Jin, KS Tan, DY Wang, Y Yan","The origin, transmission and clinical therapies on coronavirus disease 2019 (COVID-19) outbreak - an update on the status.","03 2020","Military Medical Research","32169119","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"753","E Poggiali, A Dacrema, D Bastoni, V Tinelli, E Demichele, P Mateo Ramos, T Marcianò, M Silva, A Vercelli, A Magnacavallo","Can Lung US Help Critical Care Clinicians in the Early Diagnosis of Novel Coronavirus (COVID-19) Pneumonia?","Mar 2020","Radiology","32167853","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Internal Medicine","ICU",,,,,,"Respirology",,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"753","E Poggiali, A Dacrema, D Bastoni, V Tinelli, E Demichele, P Mateo Ramos, T Marcianò, M Silva, A Vercelli, A Magnacavallo","Can Lung US Help Critical Care Clinicians in the Early Diagnosis of Novel Coronavirus (COVID-19) Pneumonia?","Mar 2020","Radiology","32167853","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,"Emergency Medicine",,,,,"Internal Medicine","ICU",,,,,,,,"Radiology",,,,,,,,,"Imaging studies","Letter to the Editor/Opinion",,,,"Yes",
"756","AM Baig, A Khaleeq, U Ali, H Syeda","Evidence of the COVID-19 Virus Targeting the CNS: Tissue Distribution, Host-Virus Interaction, and Proposed Neurotropic Mechanisms.","Mar 2020","ACS chemical neuroscience","32167747","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Internal Medicine",,,,,,,,,,"Other","Genetics",,,,"Natural history studies",,,,,"Other","Genetics",,"Yes",
"756","AM Baig, A Khaleeq, U Ali, H Syeda","Evidence of the COVID-19 Virus Targeting the CNS: Tissue Distribution, Host-Virus Interaction, and Proposed Neurotropic Mechanisms.","Mar 2020","ACS chemical neuroscience","32167747","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Neurology",,,"High quality descriptive studies",,,,,,,,,"Yes",
"760","C Wu, X Chen, Y Cai, J Xia, X Zhou, S Xu, H Huang, L Zhang, X Zhou, C Du, Y Zhang, J Song, S Wang, Y Chao, Z Yang, J Xu, X Zhou, D Chen, W Xiong, L Xu, F Zhou, J Jiang, C Bai, J Zheng, Y Song","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.","Mar 2020","JAMA internal medicine","32167524","Meghanglibbery","1","Yes","Cohort Studies","201",,,,,,,"General",,,"ICU",,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"760","C Wu, X Chen, Y Cai, J Xia, X Zhou, S Xu, H Huang, L Zhang, X Zhou, C Du, Y Zhang, J Song, S Wang, Y Chao, Z Yang, J Xu, X Zhou, D Chen, W Xiong, L Xu, F Zhou, J Jiang, C Bai, J Zheng, Y Song","Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.","Mar 2020","JAMA internal medicine","32167524","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,,"High quality descriptive studies","Natural history studies",,"Reports of interventions/treatments",,,,,,"Yes",
"765","W Zhu, K Xie, H Lu, L Xu, S Zhou, S Fang","Initial clinical features of suspected coronavirus disease 2019 in two emergency departments outside of Hubei, China.","Mar 2020","Journal of medical virology","32167181","Daniellevin","1","Yes","Case Series/Report","116","Yes",,,"Emergency Medicine",,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"765","W Zhu, K Xie, H Lu, L Xu, S Zhou, S Fang","Initial clinical features of suspected coronavirus disease 2019 in two emergency departments outside of Hubei, China.","Mar 2020","Journal of medical virology","32167181","Meghanglibbery","1","Yes","Cohort Studies","116",,,,"Emergency Medicine",,,"General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"769","D Batlle, J Wysocki, K Satchell","Soluble angiotensin-converting enzyme 2: a potential approach for coronavirus infection therapy?","03 2020","Clinical science (London, England : 1979)","32167153","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General","Immunology",,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"769","D Batlle, J Wysocki, K Satchell","Soluble angiotensin-converting enzyme 2: a potential approach for coronavirus infection therapy?","03 2020","Clinical science (London, England : 1979)","32167153","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"771","B Ye, C Fan, Y Pan, R Ding, HX Hu, ML Xiang","[Which sampling method for the upper respiratory tract specimen should be taken to diagnose patient with COVID-19?]","Mar 2020","Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery","32166939","becky.jones","1","Yes","Systematic Review",,"N/A - pick if not case report",,,"Emergency Medicine",,,"General",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"771","B Ye, C Fan, Y Pan, R Ding, HX Hu, ML Xiang","[Which sampling method for the upper respiratory tract specimen should be taken to diagnose patient with COVID-19?]","Mar 2020","Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery","32166939","Daniellevin","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"789","R Tahiri Joutei Hassani, O Sandali","[The novel coronavirus Covid-19: What are the ophthalmic risks?]","Mar 2020","Journal francais d'ophtalmologie","32165057","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Optho",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"789","R Tahiri Joutei Hassani, O Sandali","[The novel coronavirus Covid-19: What are the ophthalmic risks?]","Mar 2020","Journal francais d'ophtalmologie","32165057","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Other","Opthamology",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"795","XC Dong, JM Li, JY Bai, ZQ Liu, PH Zhou, L Gao, XY Li, Y Zhang","[Epidemiological characteristics of confirmed COVID-19 cases in Tianjin].","Mar 2020","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","32164400","becky.jones","1","Yes","Case Series/Report","135","Yes",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,"Yes",
"795","XC Dong, JM Li, JY Bai, ZQ Liu, PH Zhou, L Gao, XY Li, Y Zhang","[Epidemiological characteristics of confirmed COVID-19 cases in Tianjin].","Mar 2020","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","32164400","Daniellevin","1","Yes","Case Series/Report","135","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"796","ML Sun, JM Yang, YP Sun, GH Su","[Inhibitors of RAS Might Be a Good Choice for the Therapy of COVID-19 Pneumonia].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32164092","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"796","ML Sun, JM Yang, YP Sun, GH Su","[Inhibitors of RAS Might Be a Good Choice for the Therapy of COVID-19 Pneumonia].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32164092","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"798","M Liu, P He, HG Liu, XJ Wang, FJ Li, S Chen, J Lin, P Chen, JH Liu, CH Li","[Clinical characteristics of 30 medical workers infected with new coronavirus pneumonia].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32164090","becky.jones","1","Yes","Case Series/Report","30","Yes",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"798","M Liu, P He, HG Liu, XJ Wang, FJ Li, S Chen, J Lin, P Chen, JH Liu, CH Li","[Clinical characteristics of 30 medical workers infected with new coronavirus pneumonia].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32164090","Daniellevin","1","Yes","Case Series/Report","30","Yes",,,"Emergency Medicine","Family Medicine",,"General",,,,,,,,,,,,,,,,"High quality descriptive studies",,"Case report",,,,,,,"Yes",
"799","L Chen, HG Liu, W Liu, J Liu, K Liu, J Shang, Y Deng, S Wei","[Analysis of clinical features of 29 patients with 2019 novel coronavirus pneumonia].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32164089","becky.jones","1","Yes","Case Series/Report","29","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"799","L Chen, HG Liu, W Liu, J Liu, K Liu, J Shang, Y Deng, S Wei","[Analysis of clinical features of 29 patients with 2019 novel coronavirus pneumonia].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32164089","Daniellevin","1","Yes","Case Series/Report","29","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"816","W Liu, Q Zhang, J Chen, R Xiang, H Song, S Shu, L Chen, L Liang, J Zhou, L You, P Wu, B Zhang, Y Lu, L Xia, L Huang, Y Yang, F Liu, MG Semple, BJ Cowling, K Lan, Z Sun, H Yu, Y Liu","Detection of Covid-19 in Children in Early January 2020 in Wuhan, China.","Mar 2020","The New England journal of medicine","32163697","becky.jones","1","Yes","Case Series/Report","6","Yes",,,,,,,,,,,,,"Peds",,,,,,,,,,,"Case report",,,,,,,"Yes",
"816","W Liu, Q Zhang, J Chen, R Xiang, H Song, S Shu, L Chen, L Liang, J Zhou, L You, P Wu, B Zhang, Y Lu, L Xia, L Huang, Y Yang, F Liu, MG Semple, BJ Cowling, K Lan, Z Sun, H Yu, Y Liu","Detection of Covid-19 in Children in Early January 2020 in Wuhan, China.","Mar 2020","The New England journal of medicine","32163697","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,,,,,,,,"Peds",,,,,,,,,"High quality descriptive studies",,,,,"Letter to the Editor/Opinion",,,,"Yes",
"825","LQ Li, T Huang, YQ Wang, ZP Wang, Y Liang, TB Huang, HY Zhang, W Sun, Y Wang","2019 novel coronavirus patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.","Mar 2020","Journal of medical virology","32162702","becky.jones","1","Yes","Case Series/Report","1994","Yes",,,,,,"General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"825","LQ Li, T Huang, YQ Wang, ZP Wang, Y Liang, TB Huang, HY Zhang, W Sun, Y Wang","2019 novel coronavirus patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.","Mar 2020","Journal of medical virology","32162702","jasper.ho","1","Yes","Meta Analysis",,"N/A - pick if not case report",,,,,,"General",,"Internal Medicine",,,,,,,,,,"Other","Infectious diseases",,,"High quality descriptive studies",,,,,,,,,"Yes",
"826","Q Chen, B Quan, X Li, G Gao, W Zheng, J Zhang, Z Zhang, C Liu, L Li, C Wang, G Zhang, J Li, Y Dai, J Yang, W Han","A report of clinical diagnosis and treatment of nine cases of coronavirus disease 2019.","Mar 2020","Journal of medical virology","32162699","becky.jones","1","Yes","Case Series/Report","9","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"826","Q Chen, B Quan, X Li, G Gao, W Zheng, J Zhang, Z Zhang, C Liu, L Li, C Wang, G Zhang, J Li, Y Dai, J Yang, W Han","A report of clinical diagnosis and treatment of nine cases of coronavirus disease 2019.","Mar 2020","Journal of medical virology","32162699","jasper.ho","1","Yes","Case Series/Report","9","Yes",,,,,,"General",,,,,,,,,,,,,,,,,,"Case report","Reports of interventions/treatments",,,,,,"Yes",
"835","B Li, J Yang, F Zhao, L Zhi, X Wang, L Liu, Z Bi, Y Zhao","Prevalence and impact of cardiovascular metabolic diseases on COVID-19 in China.","Mar 2020","Clinical research in cardiology : official journal of the German Cardiac Society","32161990","becky.jones","1","Yes","Systematic Review","1527","N/A - pick if not case report",,"Cardiology",,,,,,"Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies","Natural history studies",,,,,,,,"Yes",
"835","B Li, J Yang, F Zhao, L Zhi, X Wang, L Liu, Z Bi, Y Zhao","Prevalence and impact of cardiovascular metabolic diseases on COVID-19 in China.","Mar 2020","Clinical research in cardiology : official journal of the German Cardiac Society","32161990","Daniellevin","1","Yes","Systematic Review","1527",,,"Cardiology",,,,,,,"ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"836","D Zhao, F Yao, L Wang, L Zheng, Y Gao, J Ye, F Guo, H Zhao, R Gao","A comparative study on the clinical features of COVID-19 pneumonia to other pneumonias.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32161968","becky.jones","1","Yes","Cohort Studies",,,,,,,,,,"Internal Medicine",,,,,,,"Respirology",,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"836","D Zhao, F Yao, L Wang, L Zheng, Y Gao, J Ye, F Guo, H Zhao, R Gao","A comparative study on the clinical features of COVID-19 pneumonia to other pneumonias.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32161968","jasper.ho","1","Yes","Case Control Studies",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,"Radiology",,,,,"High quality descriptive studies",,,,"Imaging studies",,,,,"Yes",
"838","C Qin, L Zhou, Z Hu, S Zhang, S Yang, Y Tao, C Xie, K Ma, K Shang, W Wang, DS Tian","Dysregulation of immune response in patients with COVID-19 in Wuhan, China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32161940","becky.jones","1","Yes","Case Series/Report","452","Yes",,,,,,,"Immunology","Internal Medicine",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"838","C Qin, L Zhou, Z Hu, S Zhang, S Yang, Y Tao, C Xie, K Ma, K Shang, W Wang, DS Tian","Dysregulation of immune response in patients with COVID-19 in Wuhan, China.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32161940","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,,"Immunology","Internal Medicine",,,,,,,,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
"853","LC Poon, H Yang, JCS Lee, JA Copel, TY Leung, Y Zhang, D Chen, F Prefumo","ISUOG Interim Guidance on 2019 novel coronavirus infection during pregnancy and puerperium: information for healthcare professionals.","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32160345","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,"OBGYN",,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"853","LC Poon, H Yang, JCS Lee, JA Copel, TY Leung, Y Zhang, D Chen, F Prefumo","ISUOG Interim Guidance on 2019 novel coronavirus infection during pregnancy and puerperium: information for healthcare professionals.","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32160345","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
