"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"1018","W Yang, F Yan","Patients with RT-PCR Confirmed COVID-19 and Normal Chest CT.","Mar 2020","Radiology","32142398","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1019","Y Fang, Y Nie, M Penny","Transmission dynamics of the COVID-19 outbreak and effectiveness of government interventions: A data-driven analysis.","Mar 2020","Journal of medical virology","32141624","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1019","Y Fang, Y Nie, M Penny","Transmission dynamics of the COVID-19 outbreak and effectiveness of government interventions: A data-driven analysis.","Mar 2020","Journal of medical virology","32141624","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Epidemiology",,"Yes",
"1022","SA Meo, AM Alhowikan, T Al-Khlaiwi, IM Meo, DM Halepoto, M Iqbal, AM Usmani, W Hajjar, N Ahmed","Novel coronavirus 2019-nCoV: prevalence, biological and clinical characteristics comparison with SARS-CoV and MERS-CoV.","02 2020","European review for medical and pharmacological sciences","32141570","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1022","SA Meo, AM Alhowikan, T Al-Khlaiwi, IM Meo, DM Halepoto, M Iqbal, AM Usmani, W Hajjar, N Ahmed","Novel coronavirus 2019-nCoV: prevalence, biological and clinical characteristics comparison with SARS-CoV and MERS-CoV.","02 2020","European review for medical and pharmacological sciences","32141570","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Other","Epidemiology",,"Yes",
"1023","S Kannan, P Shaik Syed Ali, A Sheeza, K Hemalatha","COVID-19 (Novel Coronavirus 2019) - recent trends.","02 2020","European review for medical and pharmacological sciences","32141569","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1023","S Kannan, P Shaik Syed Ali, A Sheeza, K Hemalatha","COVID-19 (Novel Coronavirus 2019) - recent trends.","02 2020","European review for medical and pharmacological sciences","32141569","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1024","C Chen, C Chen, JT Yan, N Zhou, JP Zhao, DW Wang","[Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-19].","Mar 2020","Zhonghua xin xue guan bing za zhi","32141280","Daniellevin","1","Yes","Case Series/Report",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"1024","C Chen, C Chen, JT Yan, N Zhou, JP Zhao, DW Wang","[Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-19].","Mar 2020","Zhonghua xin xue guan bing za zhi","32141280","Meghanglibbery","1","Yes","Cohort Studies",,"Cardiology",,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1025","WJ Gao, LM Li","[Advances on presymptomatic or asymptomatic carrier transmission of COVID-19].","Mar 2020","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","32141279","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1025","WJ Gao, LM Li","[Advances on presymptomatic or asymptomatic carrier transmission of COVID-19].","Mar 2020","Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi","32141279","Meghanglibbery","1","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not in English",,,,"Yes",
"1026","H Liang, G Acharya","Novel corona virus disease (COVID-19) in pregnancy: What clinical recommendations to follow?","04 2020","Acta obstetricia et gynecologica Scandinavica","32141062","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1026","H Liang, G Acharya","Novel corona virus disease (COVID-19) in pregnancy: What clinical recommendations to follow?","04 2020","Acta obstetricia et gynecologica Scandinavica","32141062","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"1027","J Tao, Z Song, L Yang, C Huang, A Feng, X Man","Emergency management for preventing and controlling nosocomial infection of 2019 novel coronavirus: implications for the dermatology department.","Mar 2020","The British journal of dermatology","32141058","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Derm",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1027","J Tao, Z Song, L Yang, C Huang, A Feng, X Man","Emergency management for preventing and controlling nosocomial infection of 2019 novel coronavirus: implications for the dermatology department.","Mar 2020","The British journal of dermatology","32141058","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Dermatology",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1028","C Chen, Y Zhou, DW Wang","SARS-CoV-2: a potential novel etiology of fulminant myocarditis.","Mar 2020","Herz","32140732","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1028","C Chen, Y Zhou, DW Wang","SARS-CoV-2: a potential novel etiology of fulminant myocarditis.","Mar 2020","Herz","32140732","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1030","YY Zheng, YT Ma, JY Zhang, X Xie","COVID-19 and the cardiovascular system.","Mar 2020","Nature reviews. Cardiology","32139904","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1030","YY Zheng, YT Ma, JY Zhang, X Xie","COVID-19 and the cardiovascular system.","Mar 2020","Nature reviews. Cardiology","32139904","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1033","L Wang, YH Gao, LL Lou, GJ Zhang","The clinical dynamics of 18 cases of COVID-19 outside of Wuhan, China.","Mar 2020","The European respiratory journal","32139464","becky.jones","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"1033","L Wang, YH Gao, LL Lou, GJ Zhang","The clinical dynamics of 18 cases of COVID-19 outside of Wuhan, China.","Mar 2020","The European respiratory journal","32139464","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,,,,"Yes",
"1034","Y Yao, Y Tian, J Zhou, X Ma, M Yang, S Wang","Epidemiological characteristics of 2019-ncoV infections in Shaanxi, China by February 8, 2020.","Mar 2020","The European respiratory journal","32139462","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Public Health",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1034","Y Yao, Y Tian, J Zhou, X Ma, M Yang, S Wang","Epidemiological characteristics of 2019-ncoV infections in Shaanxi, China by February 8, 2020.","Mar 2020","The European respiratory journal","32139462","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,"Other","Epidemiology",,"Yes",
"1036","MA Lake","What we know so far: COVID-19 current clinical knowledge and research.","03 2020","Clinical medicine (London, England)","32139372","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1036","MA Lake","What we know so far: COVID-19 current clinical knowledge and research.","03 2020","Clinical medicine (London, England)","32139372","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1037","Q Cao, YC Chen, CL Chen, CH Chiu","SARS-CoV-2 infection in children: Transmission dynamics and clinical characteristics.","03 2020","Journal of the Formosan Medical Association = Taiwan yi zhi","32139299","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1037","Q Cao, YC Chen, CL Chen, CH Chiu","SARS-CoV-2 infection in children: Transmission dynamics and clinical characteristics.","03 2020","Journal of the Formosan Medical Association = Taiwan yi zhi","32139299","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,"Peds",,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,"Other","Epidemiology",,"Yes",
"1038","WY Khot, MY Nadkar","The 2019 Novel Coronavirus Outbreak - A Global Threat.","Mar 2020","The Journal of the Association of Physicians of India","32138488","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1038","WY Khot, MY Nadkar","The 2019 Novel Coronavirus Outbreak - A Global Threat.","Mar 2020","The Journal of the Association of Physicians of India","32138488","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1046","YC Wu, CS Chen, YJ Chan","The outbreak of COVID-19: An overview.","03 2020","Journal of the Chinese Medical Association : JCMA","32134861","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"1046","YC Wu, CS Chen, YJ Chan","The outbreak of COVID-19: An overview.","03 2020","Journal of the Chinese Medical Association : JCMA","32134861","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1047","Y Xiong, D Sun, Y Liu, Y Fan, L Zhao, X Li, W Zhu","Clinical and High-Resolution CT Features of the COVID-19 Infection: Comparison of the Initial and Follow-up Changes.","Mar 2020","Investigative radiology","32134800","becky.jones","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,,,,,"Yes",
"1047","Y Xiong, D Sun, Y Liu, Y Fan, L Zhao, X Li, W Zhu","Clinical and High-Resolution CT Features of the COVID-19 Infection: Comparison of the Initial and Follow-up Changes.","Mar 2020","Investigative radiology","32134800","Meghanglibbery","1","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,,,,,"Yes",
"1048","S Zhou, Y Wang, T Zhu, L Xia","CT Features of Coronavirus Disease 2019 (COVID-19) Pneumonia in 62 Patients in Wuhan, China.","Mar 2020","AJR. American journal of roentgenology","32134681","becky.jones","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,,,,,"Yes",
"1048","S Zhou, Y Wang, T Zhu, L Xia","CT Features of Coronavirus Disease 2019 (COVID-19) Pneumonia in 62 Patients in Wuhan, China.","Mar 2020","AJR. American journal of roentgenology","32134681","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,,,,,"Yes",
"1049","Y Li, R Zhao, S Zheng, X Chen, J Wang, X Sheng, J Zhou, H Cai, Q Fang, F Yu, J Fan, K Xu, Y Chen, J Sheng","Lack of Vertical Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, China.","Jun 2020","Emerging infectious diseases","32134381","becky.jones","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,"OBGYN",,,"Peds",,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"1049","Y Li, R Zhao, S Zheng, X Chen, J Wang, X Sheng, J Zhou, H Cai, Q Fang, F Yu, J Fan, K Xu, Y Chen, J Sheng","Lack of Vertical Transmission of Severe Acute Respiratory Syndrome Coronavirus 2, China.","Jun 2020","Emerging infectious diseases","32134381","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"1050","B Shanmugaraj, K Siriwattananon, K Wangkanont, W Phoolcharoen","Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19).","Mar 2020","Asian Pacific journal of allergy and immunology","32134278","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"1050","B Shanmugaraj, K Siriwattananon, K Wangkanont, W Phoolcharoen","Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19).","Mar 2020","Asian Pacific journal of allergy and immunology","32134278","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1051","W Xia, J Shao, Y Guo, X Peng, Z Li, D Hu","Clinical and CT features in pediatric patients with COVID-19 infection: Different points from adults.","Mar 2020","Pediatric pulmonology","32134205","becky.jones","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,"Peds",,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,,,,,"Yes",
"1051","W Xia, J Shao, Y Guo, X Peng, Z Li, D Hu","Clinical and CT features in pediatric patients with COVID-19 infection: Different points from adults.","Mar 2020","Pediatric pulmonology","32134205","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,"Peds",,,,,"Radiology",,,,,,,,"Case report",,,"Imaging studies",,,,,,,"Yes",
"1052","Y Wang, Y Wang, Y Chen, Q Qin","Unique epidemiological and clinical features of the emerging 2019 novel coronavirus pneumonia (COVID-19) implicate special control measures.","Mar 2020","Journal of medical virology","32134116","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1052","Y Wang, Y Wang, Y Chen, Q Qin","Unique epidemiological and clinical features of the emerging 2019 novel coronavirus pneumonia (COVID-19) implicate special control measures.","Mar 2020","Journal of medical virology","32134116","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1063","F Jiang, L Deng, L Zhang, Y Cai, CW Cheung, Z Xia","Review of the Clinical Characteristics of Coronavirus Disease 2019 (COVID-19).","Mar 2020","Journal of general internal medicine","32133578","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"1063","F Jiang, L Deng, L Zhang, Y Cai, CW Cheung, Z Xia","Review of the Clinical Characteristics of Coronavirus Disease 2019 (COVID-19).","Mar 2020","Journal of general internal medicine","32133578","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1064","W Zhou, Y Liu, D Tian, C Wang, S Wang, J Cheng, M Hu, M Fang, Y Gao","Potential benefits of precise corticosteroids therapy for severe 2019-nCoV pneumonia.","2020","Signal transduction and targeted therapy","32133159","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"1064","W Zhou, Y Liu, D Tian, C Wang, S Wang, J Cheng, M Hu, M Fang, Y Gao","Potential benefits of precise corticosteroids therapy for severe 2019-nCoV pneumonia.","2020","Signal transduction and targeted therapy","32133159","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"1065","Y Cao, L Li, Z Feng, S Wan, P Huang, X Sun, F Wen, X Huang, G Ning, W Wang","Comparative genetic analysis of the novel coronavirus (2019-nCoV/SARS-CoV-2) receptor ACE2 in different populations.","2020","Cell discovery","32133153","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"1065","Y Cao, L Li, Z Feng, S Wan, P Huang, X Sun, F Wen, X Huang, G Ning, W Wang","Comparative genetic analysis of the novel coronavirus (2019-nCoV/SARS-CoV-2) receptor ACE2 in different populations.","2020","Cell discovery","32133153","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,"Other","Genetics",,"Yes",
"1069","M Zheng, L Song","Novel antibody epitopes dominate the antigenicity of spike glycoprotein in SARS-CoV-2 compared to SARS-CoV.","Mar 2020","Cellular & molecular immunology","32132669","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Can't tell","Yes",
"1069","M Zheng, L Song","Novel antibody epitopes dominate the antigenicity of spike glycoprotein in SARS-CoV-2 compared to SARS-CoV.","Mar 2020","Cellular & molecular immunology","32132669","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Genetics",,"Yes",
"1070","H Xiao, Y Zhang, D Kong, S Li, N Yang","The Effects of Social Support on Sleep Quality of Medical Staff Treating Patients with Coronavirus Disease 2019 (COVID-19) in January and February 2020 in China.","Mar 2020","Medical science monitor : international medical journal of experimental and clinical research","32132521","becky.jones","1","Yes","Cohort Studies",,,,,,,,,,,,,,,,,,,,,,"Psych",,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"1070","H Xiao, Y Zhang, D Kong, S Li, N Yang","The Effects of Social Support on Sleep Quality of Medical Staff Treating Patients with Coronavirus Disease 2019 (COVID-19) in January and February 2020 in China.","Mar 2020","Medical science monitor : international medical journal of experimental and clinical research","32132521","Meghanglibbery","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,"Yes",
"1072","JF Chan, CC Yip, KK To, TH Tang, SC Wong, KH Leung, AY Fung, AC Ng, Z Zou, HW Tsoi, GK Choi, AR Tam, VC Cheng, KH Chan, OT Tsang, KY Yuen","Improved molecular diagnosis of COVID-19 by the novel, highly sensitive and specific COVID-19-RdRp/Hel real-time reverse transcription-polymerase chain reaction assay validated  and with clinical specimens.","Mar 2020","Journal of clinical microbiology","32132196","becky.jones","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"1072","JF Chan, CC Yip, KK To, TH Tang, SC Wong, KH Leung, AY Fung, AC Ng, Z Zou, HW Tsoi, GK Choi, AR Tam, VC Cheng, KH Chan, OT Tsang, KY Yuen","Improved molecular diagnosis of COVID-19 by the novel, highly sensitive and specific COVID-19-RdRp/Hel real-time reverse transcription-polymerase chain reaction assay validated  and with clinical specimens.","Mar 2020","Journal of clinical microbiology","32132196","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Genetics",,"Yes",
